	Query strain ID	Array strain ID	P-value	Combined mutant fitness	Combined mutant fitness standard deviation	g1	g2	g3
232492	YDL227C+YPR075C_tm2921	YML107C_dma3609	0.4771	0.9861	0.0624	YDL227C	YML107C	YPR075C
30451	YDL017W+YDL227C_tm3071	YOR017W_dma4451	0.4771	0.7752	0.0398	YDL017W	YDL227C	YOR017W
193706	YDL227C+YOR064C_tm2891	YDR254W_dma1018	0.4771	0.9074	0.0635	YDL227C	YDR254W	YOR064C
113287	YDL227C+YKL074C_tm2942	YPR079W_dma5083	0.4771	0.8932	0.0279	YDL227C	YKL074C	YPR079W
400688	YLR119W+YDL227C_tm3057	YDR083W_dma882	0.4771	0.6068	0.0421	YDL227C	YDR083W	YLR119W
472589	YOR144C+YDL227C_tm3227	YGL086W_dma1666	0.4771	0.9407	0.0745	YDL227C	YGL086W	YOR144C
335979	YHR119W+YDL227C_tm3287	YLR401C_dma3444	0.4771	0.8202	0.0887	YDL227C	YHR119W	YLR401C
139214	YDL227C+YLR410W_tm2860	YPL196W_dma4922	0.477	0.8919	0.0395	YDL227C	YLR410W	YPL196W
136883	YDL227C+YLR360W_tm2736	YOR368W_dma4760	0.477	0.8945	0.0576	YDL227C	YLR360W	YOR368W
80375	YDL227C+YHR004C_tm2828	YOL111C_dma4384	0.477	0.9163	0.0468	YDL227C	YHR004C	YOL111C
400684	YLR119W+YDL227C_tm3057	YDR076W_dma885	0.477	0.7595	0.0479	YDL227C	YDR076W	YLR119W
26496	YCR008W+YDL227C_tm3155	YGL086W_dma1666	0.477	0.8228	0.1888	YCR008W	YDL227C	YGL086W
401907	YLR119W+YDL227C_tm3122	YDR520C_dma1230	0.477	0.7814	0.0661	YDL227C	YDR520C	YLR119W
401332	YLR119W+YDL227C_tm3057	YMR219W_dma3810	0.477	0.9227	0.0415	YDL227C	YLR119W	YMR219W
336561	YHR119W+YDL227C_tm3346	YDR191W_dma965	0.477	0.864	0.0215	YDL227C	YDR191W	YHR119W
317706	YGR206W+YDL227C_tm3351	YLR026C_tsa198	0.477	0.4938	0.0883	YDL227C	YGR206W	YLR026C
395846	YLR059C+YDL227C_tm3204	YDR437W_tsa1014	0.477	0.617	0.0548	YDL227C	YDR437W	YLR059C
46406	YDL227C+YBR229C_tm2775	YLR119W_dma3215	0.477	0.8506	0.084	YBR229C	YDL227C	YLR119W
117677	YDL227C+YKL207W_tm2735	YOR195W_dma4587	0.4769	1.0003	0.051	YDL227C	YKL207W	YOR195W
148487	YDL227C+YMR026C_tm2866	YDR279W_dma1021	0.4769	0.8606	0.051	YDL227C	YDR279W	YMR026C
265709	YDR363W+YDL227C_tm3182	YKL205W_dma2893	0.4769	0.8321	0.1446	YDL227C	YDR363W	YKL205W
48615	YDL227C+YDL091C_tm2931	YKL116C_dma2836	0.4769	0.9569	0.0725	YDL091C	YDL227C	YKL116C
64969	YDL227C+YER164W_tm2753	YGL016W_dma1602	0.4769	0.7549	0.0418	YDL227C	YER164W	YGL016W
168951	YDL227C+YNL126W_tm2793	YHR191C_tsa323	0.4769	0.839	0.0793	YDL227C	YHR191C	YNL126W
301990	YGL175C+YDL227C_tm3196	YPL241C_dma4960	0.4769	0.9493	0.065	YDL227C	YGL175C	YPL241C
59996	YDL227C+YDR363W_tm2820	YOR007C_dma4439	0.4769	0.8172	0.0317	YDL227C	YDR363W	YOR007C
107585	YDL227C+YJR074W_tm2843	YOR195W_dma4587	0.4769	1.0358	0.0229	YDL227C	YJR074W	YOR195W
196481	YDL227C+YOR085W_tm2893	YLR119W_dma3215	0.4768	0.8856	0.0439	YDL227C	YLR119W	YOR085W
361791	YJL030W+YDL227C_tm3211	YFL044C_dma1508	0.4768	0.9701	0.0381	YDL227C	YFL044C	YJL030W
362316	YJL030W+YDL227C_tm3211	YNL118C_tsa754	0.4768	0.5418	0.0953	YDL227C	YJL030W	YNL118C
76300	YDL227C+YGR206W_tm2807	YGL020C_dma1599	0.4768	0.88	0.0824	YDL227C	YGL020C	YGR206W
429296	YML108W+YDL227C_tm3354	YOL111C_dma4384	0.4768	0.9401	0.0493	YDL227C	YML108W	YOL111C
9234	YBR043C+YDL227C_tm3181	YNL051W_dma3963	0.4768	0.9243	0.0645	YBR043C	YDL227C	YNL051W
59580	YDL227C+YDR363W_tm2820	YJL128C_dma2511	0.4768	0.7731	0.0578	YDL227C	YDR363W	YJL128C
1004	YAR002W+YDL227C_tm3180	YOR002W_dma4420	0.4768	0.9369	0.0654	YAR002W	YDL227C	YOR002W
402156	YLR119W+YDL227C_tm3122	YIL118W_tsa654	0.4768	0.8328	0.0268	YDL227C	YIL118W	YLR119W
76872	YDL227C+YGR206W_tm2807	YNL067W_dma3975	0.4768	0.8485	0.1485	YDL227C	YGR206W	YNL067W
100325	YDL227C+YJL124C_tm2837	YGR166W_dma1941	0.4767	0.7556	0.0291	YDL227C	YGR166W	YJL124C
126434	YDL227C+YLR102C_tm2764	YKL206C_dma2915	0.4767	1.0221	0.0364	YDL227C	YKL206C	YLR102C
265908	YDR363W+YDL227C_tm3182	YMR126C_dma3713	0.4767	0.7949	0.0322	YDL227C	YDR363W	YMR126C
363394	YJL030W+YDL227C_tm3288	YNL030W_dma3954	0.4767	1.0013	0.1508	YDL227C	YJL030W	YNL030W
265674	YDR363W+YDL227C_tm3182	YKL025C_dma2753	0.4767	0.9086	0.071	YDL227C	YDR363W	YKL025C
166216	YDL227C+YNL051W_tm2740	YBR087W_tsa887	0.4767	0.8825	0.0576	YBR087W	YDL227C	YNL051W
446307	YMR296C+YDL227C_tm3093	YHR154W_dma2190	0.4767	0.8393	0.0451	YDL227C	YHR154W	YMR296C
317550	YGR206W+YDL227C_tm3351	YJL091C_tsa655	0.4767	0.804	0.063	YDL227C	YGR206W	YJL091C
30377	YDL017W+YDL227C_tm3071	YNL041C_dma3970	0.4767	0.8383	0.0405	YDL017W	YDL227C	YNL041C
361731	YJL030W+YDL227C_tm3211	YDR505C_dma1218	0.4767	0.981	0.071	YDL227C	YDR505C	YJL030W
241170	YDL227C+YPR128C_tm3043	YHR191C_dma2228	0.4766	0.8245	0.0255	YDL227C	YHR191C	YPR128C
335896	YHR119W+YDL227C_tm3287	YLR032W_dma3127	0.4766	0.7593	0.1012	YDL227C	YHR119W	YLR032W
26594	YCR008W+YDL227C_tm3155	YHL002W_dma2033	0.4766	0.8315	0.1149	YCR008W	YDL227C	YHL002W
166000	YDL227C+YNL041C_tm2774	YOR064C_dma4482	0.4766	0.9214	0.0543	YDL227C	YNL041C	YOR064C
363025	YJL030W+YDL227C_tm3288	YHR003C_dma2083	0.4766	0.9431	0.1884	YDL227C	YHR003C	YJL030W
362925	YJL030W+YDL227C_tm3288	YGL104C_dma1661	0.4766	0.9426	0.0662	YDL227C	YGL104C	YJL030W
362181	YJL030W+YDL227C_tm3211	YLR410W_dma3437	0.4766	0.8013	0.0646	YDL227C	YJL030W	YLR410W
377679	YJR140C+YDL227C_tm3206	YBR070C_tsa1061	0.4765	0.7124	0.0562	YBR070C	YDL227C	YJR140C
317814	YGR206W+YDL227C_tm3351	YML065W_tsa1170	0.4765	0.7627	0.0577	YDL227C	YGR206W	YML065W
75215	YDL227C+YGR196C_tm2939	YGL231C_dma1761	0.4765	0.9887	0.0514	YDL227C	YGL231C	YGR196C
117391	YDL227C+YKL207W_tm2735	YLR119W_dma3215	0.4765	0.8663	0.0698	YDL227C	YKL207W	YLR119W
255865	YDR170C+YDL227C_tm3089	YHR191C_dma2228	0.4765	0.8109	0.0381	YDL227C	YDR170C	YHR191C
471079	YOR114W+YDL227C_tm3337	YHR191C_tsa323	0.4765	0.9086	0.0382	YDL227C	YHR191C	YOR114W
401448	YLR119W+YDL227C_tm3057	YOR027W_dma4442	0.4765	0.8915	0.0774	YDL227C	YLR119W	YOR027W
301868	YGL175C+YDL227C_tm3196	YOR023C_dma4446	0.4765	0.9695	0.0332	YDL227C	YGL175C	YOR023C
12654	YBR070C+YDL227C_tm3275	YPL196W_dma4922	0.4765	0.9195	0.0643	YBR070C	YDL227C	YPL196W
500129	YPR189W+YDL227C_tm3291	YDR469W_dma1195	0.4764	0.8221	0.0766	YDL227C	YDR469W	YPR189W
461520	YOL090W+YDL227C_tm3216	YJR125C_dma2718	0.4764	0.8653	0.0372	YDL227C	YJR125C	YOL090W
113693	YDL227C+YKL101W_tm2844	YGL086W_dma1666	0.4764	0.9264	0.0682	YDL227C	YGL086W	YKL101W
433819	YMR028W+YDL227C_tm3095	YLR014C_dma3117	0.4764	0.8206	0.0751	YDL227C	YLR014C	YMR028W
76745	YDL227C+YGR206W_tm2807	YLR398C_dma3423	0.4764	0.841	0.0794	YDL227C	YGR206W	YLR398C
483515	YOR336W+YDL227C_tm3092	YBR098W_dma258	0.4764	0.8736	0.0166	YBR098W	YDL227C	YOR336W
265177	YDR363W+YDL227C_tm3182	YBR211C_tsa716	0.4764	0.7612	0.0407	YBR211C	YDL227C	YDR363W
106841	YDL227C+YJR074W_tm2843	YDR254W_dma1018	0.4764	1.0024	0.1458	YDL227C	YDR254W	YJR074W
336502	YHR119W+YDL227C_tm3346	YDL106C_dma688	0.4764	0.8602	0.0436	YDL106C	YDL227C	YHR119W
265374	YDR363W+YDL227C_tm3182	YFL039C_tsa223	0.4764	0.6047	0.0629	YDL227C	YDR363W	YFL039C
185007	YDL227C+YOR002W_tm2888	YHR156C_dma2188	0.4764	0.9167	0.0642	YDL227C	YHR156C	YOR002W
340921	YHR142W+YDL227C_tm3160	YML108W_dma3608	0.4764	1.0093	0.0477	YDL227C	YHR142W	YML108W
142895	YDL227C+YML107C_tm2865	YDR386W_dma1107	0.4764	0.7543	0.0519	YDL227C	YDR386W	YML107C
220796	YDL227C+YPL194W_tm2912	YHR036W_tsa1038	0.4763	0.7379	0.0508	YDL227C	YHR036W	YPL194W
317356	YGR206W+YDL227C_tm3351	YGL084C_dma1668	0.4763	0.8344	0.1193	YDL227C	YGL084C	YGR206W
58504	YDL227C+YDR279W_tm2818	YJR082C_dma2657	0.4763	0.9469	0.0514	YDL227C	YDR279W	YJR082C
64650	YDL227C+YER164W_tm2753	YAR002W_dma68	0.4763	0.8239	0.0275	YAR002W	YDL227C	YER164W
28815	YCR095C+YDL227C_tm3249	YOL111C_dma4384	0.4763	0.9208	0.0366	YCR095C	YDL227C	YOL111C
48803	YDL227C+YDL091C_tm2931	YMR004W_dma3614	0.4763	0.9147	0.054	YDL091C	YDL227C	YMR004W
369941	YJL123C+YDL227C_tm3060	YHR142W_dma2174	0.4763	0.9861	0.0253	YDL227C	YHR142W	YJL123C
15194	YBR087W+YDL227C_tm3066	YHL029C_dma2056	0.4763	0.9823	0.3425	YBR087W	YDL227C	YHL029C
336153	YHR119W+YDL227C_tm3287	YOL086C_dma5363	0.4763	0.8048	0.2421	YDL227C	YHR119W	YOL086C
336947	YHR119W+YDL227C_tm3346	YKL062W_dma2773	0.4762	0.844	0.0378	YDL227C	YHR119W	YKL062W
58674	YDL227C+YDR279W_tm2818	YLR325C_dma3367	0.4762	0.9306	0.0487	YDL227C	YDR279W	YLR325C
336023	YHR119W+YDL227C_tm3287	YMR029C_dma3640	0.4762	0.803	0.0542	YDL227C	YHR119W	YMR029C
337418	YHR119W+YDL227C_tm3346	YPL196W_dma4922	0.4762	0.8936	0.0763	YDL227C	YHR119W	YPL196W
491774	YPL196W+YDL227C_tm3235	YDL099W_dma691	0.4762	1.0488	0.0409	YDL099W	YDL227C	YPL196W
262489	YDR310C+YDL227C_tm3143	YKL074C_dma2820	0.4762	0.8085	0.0446	YDL227C	YDR310C	YKL074C
335308	YHR119W+YDL227C_tm3287	YBR260C_dma428	0.4762	0.8317	0.1222	YBR260C	YDL227C	YHR119W
76158	YDL227C+YGR206W_tm2807	YDR205W_dma981	0.4762	0.9495	0.0556	YDL227C	YDR205W	YGR206W
114162	YDL227C+YKL101W_tm2844	YMR223W_dma3807	0.4761	0.825	0.0524	YDL227C	YKL101W	YMR223W
381705	YKL051W+YDL227C_tm3059	YMR036C_dma3656	0.4761	0.9722	0.0309	YDL227C	YKL051W	YMR036C
396076	YLR059C+YDL227C_tm3204	YHR082C_dma2125	0.4761	0.9534	0.079	YDL227C	YHR082C	YLR059C
336476	YHR119W+YDL227C_tm3346	YCR098C_dma607	0.4761	0.907	0.0327	YCR098C	YDL227C	YHR119W
473192	YOR144C+YDL227C_tm3227	YOL117W_dma4401	0.4761	0.9769	0.0526	YDL227C	YOL117W	YOR144C
361983	YJL030W+YDL227C_tm3211	YIL097W_dma2350	0.4761	0.9405	0.0303	YDL227C	YIL097W	YJL030W
155425	YDL227C+YMR129W_tm2772	YHR154W_dma2190	0.4761	0.9477	0.0381	YDL227C	YHR154W	YMR129W
402472	YLR119W+YDL227C_tm3122	YNL003C_dma3935	0.4761	0.6554	0.1313	YDL227C	YLR119W	YNL003C
89571	YDL227C+YHR166C_tm2802	YPR079W_dma5083	0.4761	0.945	0.0434	YDL227C	YHR166C	YPR079W
46514	YDL227C+YBR229C_tm2775	YMR070W_dma3680	0.4761	0.8668	0.0328	YBR229C	YDL227C	YMR070W
335289	YHR119W+YDL227C_tm3287	YBR176W_dma331	0.476	0.8009	0.1455	YBR176W	YDL227C	YHR119W
45320	YDL227C+YBR098W_tm2759	YLR325C_dma3367	0.476	0.872	0.0572	YBR098W	YDL227C	YLR325C
60157	YDL227C+YDR363W_tm2820	YPR181C_tsa900	0.476	0.4722	0.0856	YDL227C	YDR363W	YPR181C
401120	YLR119W+YDL227C_tm3057	YJR032W_dma2618	0.476	0.6875	0.0352	YDL227C	YJR032W	YLR119W
365272	YJL053W+YDL227C_tm3124	YLL049W_dma3092	0.476	0.6587	0.076	YDL227C	YJL053W	YLL049W
317902	YGR206W+YDL227C_tm3351	YNL003C_dma3935	0.476	0.7175	0.1291	YDL227C	YGR206W	YNL003C
49478	YDL227C+YDL099W_tm2786	YGL175C_dma1706	0.476	0.9959	0.0799	YDL099W	YDL227C	YGL175C
335795	YHR119W+YDL227C_tm3287	YJR096W_dma2669	0.476	0.7998	0.0889	YDL227C	YHR119W	YJR096W
443093	YMR223W+YDL227C_tm3282	YGL175C_dma1706	0.4759	0.7876	0.0524	YDL227C	YGL175C	YMR223W
335993	YHR119W+YDL227C_tm3287	YML020W_dma3539	0.4759	0.7932	0.1853	YDL227C	YHR119W	YML020W
463380	YOL117W+YDL227C_tm3299	YMR028W_tsa697	0.4759	0.8456	0.0379	YDL227C	YMR028W	YOL117W
333001	YHR082C+YDL227C_tm3164	YPR079W_dma5083	0.4759	0.9627	0.0693	YDL227C	YHR082C	YPR079W
126265	YDL227C+YLR102C_tm2764	YHR154W_dma2190	0.4759	0.9238	0.0799	YDL227C	YHR154W	YLR102C
76904	YDL227C+YGR206W_tm2807	YOL004W_dma4294	0.4759	0.5522	0.0247	YDL227C	YGR206W	YOL004W
335302	YHR119W+YDL227C_tm3287	YBR231C_dma400	0.4759	0.667	0.4492	YBR231C	YDL227C	YHR119W
117780	YDL227C+YKL207W_tm2735	YPR065W_dma5072	0.4759	0.9615	0.0662	YDL227C	YKL207W	YPR065W
139505	YDL227C+YML012W_tm2862	YDR279W_dma1021	0.4758	0.9076	0.0856	YDL227C	YDR279W	YML012W
96340	YDL227C+YIL065C_tm2834	YOR336W_tsa139	0.4758	0.8181	0.0616	YDL227C	YIL065C	YOR336W
45747	YDL227C+YBR229C_tm2775	YBR043C_dma207	0.4758	0.9321	0.059	YBR043C	YBR229C	YDL227C
265800	YDR363W+YDL227C_tm3182	YLR173W_dma3251	0.4758	0.8646	0.0838	YDL227C	YDR363W	YLR173W
323071	YHL002W+YDL227C_tm3051	YPL194W_dma4924	0.4758	0.919	0.0324	YDL227C	YHL002W	YPL194W
190748	YDL227C+YOR027W_tm2778	YJR082C_dma2657	0.4758	0.9459	0.0939	YDL227C	YJR082C	YOR027W
167283	YDL227C+YNL051W_tm2740	YPR189W_dma5153	0.4758	0.8891	0.0578	YDL227C	YNL051W	YPR189W
394476	YLR021W+YDL227C_tm3348	YHR121W_dma2171	0.4757	0.9067	0.0776	YDL227C	YHR121W	YLR021W
126704	YDL227C+YLR102C_tm2764	YOR064C_dma4482	0.4757	0.9806	0.0564	YDL227C	YLR102C	YOR064C
190889	YDL227C+YOR027W_tm2778	YLR172C_dma3252	0.4757	0.9319	0.1245	YDL227C	YLR172C	YOR027W
221266	YDL227C+YPL194W_tm2912	YNL153C_dma4055	0.4757	0.8143	0.066	YDL227C	YNL153C	YPL194W
309448	YGR166W+YDL227C_tm3048	YJR050W_dma2630	0.4757	0.9517	0.0526	YDL227C	YGR166W	YJR050W
106595	YDL227C+YJR050W_tm2842	YPR189W_dma5153	0.4757	0.9274	0.0454	YDL227C	YJR050W	YPR189W
265560	YDR363W+YDL227C_tm3182	YIL044C_dma2271	0.4757	0.7893	0.0579	YDL227C	YDR363W	YIL044C
371916	YJR053W+YDL227C_tm3229	YMR129W_dma3711	0.4757	0.9718	0.0808	YDL227C	YJR053W	YMR129W
384319	YKL206C+YDL227C_tm3171	YDR279W_dma1021	0.4757	0.951	0.0292	YDL227C	YDR279W	YKL206C
59933	YDL227C+YDR363W_tm2820	YNL067W_dma3975	0.4757	0.7563	0.0817	YDL227C	YDR363W	YNL067W
362950	YJL030W+YDL227C_tm3288	YGL212W_dma1732	0.4757	0.6583	0.1058	YDL227C	YGL212W	YJL030W
139999	YDL227C+YML012W_tm2862	YLR018C_dma3113	0.4757	0.9475	0.0651	YDL227C	YLR018C	YML012W
59964	YDL227C+YDR363W_tm2820	YOL003C_dma4295	0.4757	0.8252	0.0717	YDL227C	YDR363W	YOL003C
362908	YJL030W+YDL227C_tm3288	YGL023C_dma1597	0.4756	0.837	0.0692	YDL227C	YGL023C	YJL030W
116381	YDL227C+YKL191W_tm2978	YMR070W_dma3680	0.4756	0.8931	0.1066	YDL227C	YKL191W	YMR070W
196121	YDL227C+YOR085W_tm2893	YGL175C_dma1706	0.4756	0.9568	0.0673	YDL227C	YGL175C	YOR085W
432559	YMR004W+YDL227C_tm3064	YPR031W_dma5049	0.4756	0.862	0.0612	YDL227C	YMR004W	YPR031W
381016	YKL051W+YDL227C_tm3059	YCR008W_dma533	0.4756	0.8876	0.0547	YCR008W	YDL227C	YKL051W
336226	YHR119W+YDL227C_tm3287	YOR304W_dma4700	0.4756	0.7957	0.0462	YDL227C	YHR119W	YOR304W
483770	YOR336W+YDL227C_tm3092	YER118C_dma1411	0.4756	0.8786	0.0461	YDL227C	YER118C	YOR336W
76054	YDL227C+YGR206W_tm2807	YCR031C_dma559	0.4756	0.9236	0.0515	YCR031C	YDL227C	YGR206W
292903	YGL016W+YDL227C_tm3141	YAL059W_dma55	0.4756	1.0177	0.0914	YAL059W	YDL227C	YGL016W
76976	YDL227C+YGR206W_tm2807	YOR213C_dma4626	0.4756	1.0089	0.0304	YDL227C	YGR206W	YOR213C
361808	YJL030W+YDL227C_tm3211	YGL020C_dma1599	0.4756	0.9099	0.0563	YDL227C	YGL020C	YJL030W
317238	YGR206W+YDL227C_tm3351	YDR386W_dma1107	0.4756	0.9372	0.0434	YDL227C	YDR386W	YGR206W
401001	YLR119W+YDL227C_tm3057	YHR077C_dma2131	0.4756	0.878	0.0632	YDL227C	YHR077C	YLR119W
401282	YLR119W+YDL227C_tm3057	YML107C_dma3609	0.4755	0.9164	0.0471	YDL227C	YLR119W	YML107C
220619	YDL227C+YPL194W_tm2912	YER106W_dma1397	0.4755	0.9464	0.039	YDL227C	YER106W	YPL194W
396322	YLR059C+YDL227C_tm3204	YLR383W_tsa747	0.4755	0.9311	0.0389	YDL227C	YLR059C	YLR383W
484516	YOR336W+YDL227C_tm3092	YPL115C_dma4853	0.4755	0.8754	0.0469	YDL227C	YOR336W	YPL115C
401627	YLR119W+YDL227C_tm3122	YBL024W_dma116	0.4755	0.8837	0.095	YBL024W	YDL227C	YLR119W
265461	YDR363W+YDL227C_tm3182	YGR089W_dma1851	0.4755	0.8508	0.0336	YDL227C	YDR363W	YGR089W
302809	YGL203C+YDL227C_tm3343	YDR363W_dma1100	0.4755	0.8973	0.0975	YDL227C	YDR363W	YGL203C
113946	YDL227C+YKL101W_tm2844	YJR082C_dma2657	0.4754	0.9105	0.0647	YDL227C	YJR082C	YKL101W
248593	YDR016C+YDL227C_tm3261	YKL116C_dma2836	0.4754	1.0282	0.0867	YDL227C	YDR016C	YKL116C
5608	YBL064C+YDL227C_tm3248	YHR191C_tsa323	0.4754	0.8126	0.0237	YBL064C	YDL227C	YHR191C
337324	YHR119W+YDL227C_tm3346	YOR115C_dma4546	0.4754	0.8878	0.0529	YDL227C	YHR119W	YOR115C
148932	YDL227C+YMR026C_tm2866	YKL206C_dma2915	0.4754	0.9155	0.0851	YDL227C	YKL206C	YMR026C
126412	YDL227C+YLR102C_tm2764	YKL074C_dma2820	0.4754	0.9161	0.0381	YDL227C	YKL074C	YLR102C
27875	YCR095C+YDL227C_tm3249	YBR043C_dma207	0.4754	0.9158	0.0432	YBR043C	YCR095C	YDL227C
231659	YDL227C+YPR075C_tm2921	YBL041W_tsa1064	0.4754	0.822	0.038	YBL041W	YDL227C	YPR075C
155120	YDL227C+YMR129W_tm2772	YDR162C_dma958	0.4754	0.7639	0.0514	YDL227C	YDR162C	YMR129W
373729	YJR082C+YDL227C_tm3192	YOL117W_dma4401	0.4754	0.92	0.0247	YDL227C	YJR082C	YOL117W
26879	YCR008W+YDL227C_tm3155	YLR119W_dma3215	0.4753	0.7625	0.1281	YCR008W	YDL227C	YLR119W
234132	YDL227C+YPR079W_tm2749	YDR279W_dma1021	0.4753	0.9498	0.0424	YDL227C	YDR279W	YPR079W
96280	YDL227C+YIL065C_tm2834	YOR023C_dma4446	0.4753	0.9995	0.1084	YDL227C	YIL065C	YOR023C
171579	YDL227C+YNL153C_tm2982	YMR036C_dma3656	0.4753	0.8581	0.0551	YDL227C	YMR036C	YNL153C
361671	YJL030W+YDL227C_tm3211	YDR219C_dma993	0.4753	0.9129	0.0489	YDL227C	YDR219C	YJL030W
369930	YJL123C+YDL227C_tm3060	YHR082C_dma2125	0.4753	0.9503	0.0314	YDL227C	YHR082C	YJL123C
363503	YJL030W+YDL227C_tm3288	YOR163W_dma4564	0.4753	1.0069	0.1211	YDL227C	YJL030W	YOR163W
362185	YJL030W+YDL227C_tm3211	YLR448W_dma3499	0.4753	0.7498	0.0608	YDL227C	YJL030W	YLR448W
317039	YGR206W+YDL227C_tm3351	YBR092C_dma262	0.4753	0.9476	0.0776	YBR092C	YDL227C	YGR206W
331167	YHR067W+YDL227C_tm3222	YOL090W_dma4377	0.4753	0.6748	0.1701	YDL227C	YHR067W	YOL090W
401034	YLR119W+YDL227C_tm3057	YIL034C_dma2258	0.4753	0.8869	0.0495	YDL227C	YIL034C	YLR119W
76347	YDL227C+YGR206W_tm2807	YGL226C-A_dma1744	0.4752	0.9408	0.0476	YDL227C	YGL226C-A	YGR206W
337251	YHR119W+YDL227C_tm3346	YNL147W_dma5339	0.4752	0.5831	0.0805	YDL227C	YHR119W	YNL147W
49143	YDL227C+YDL099W_tm2786	YBL041W_tsa1064	0.4752	0.8671	0.0699	YBL041W	YDL099W	YDL227C
28216	YCR095C+YDL227C_tm3249	YGL175C_dma1706	0.4752	0.8969	0.1228	YCR095C	YDL227C	YGL175C
202296	YDL227C+YOR195W_tm2896	YPL196W_dma4922	0.4752	0.9334	0.0516	YDL227C	YOR195W	YPL196W
362765	YJL030W+YDL227C_tm3288	YDR205W_dma981	0.4751	0.9768	0.1113	YDL227C	YDR205W	YJL030W
76154	YDL227C+YGR206W_tm2807	YDR189W_tsa251	0.4751	0.8651	0.0358	YDL227C	YDR189W	YGR206W
149379	YDL227C+YMR036C_tm2771	YAR003W_dma67	0.4751	0.8388	0.0418	YAR003W	YDL227C	YMR036C
237822	YDL227C+YPR106W_tm2922	YHR191C_dma2228	0.4751	0.7946	0.0273	YDL227C	YHR191C	YPR106W
155182	YDL227C+YMR129W_tm2772	YDR437W_tsa1014	0.4751	0.6401	0.0711	YDL227C	YDR437W	YMR129W
59782	YDL227C+YDR363W_tm2820	YLR308W_dma5362	0.4751	0.8319	0.0383	YDL227C	YDR363W	YLR308W
472627	YOR144C+YDL227C_tm3227	YGL241W_dma1755	0.4751	0.9507	0.0233	YDL227C	YGL241W	YOR144C
45569	YDL227C+YBR098W_tm2759	YOR216C_dma4623	0.4751	0.9094	0.0953	YBR098W	YDL227C	YOR216C
436733	YMR055C+YDL227C_tm3214	YGR202C_dma1963	0.4751	0.9609	0.1293	YDL227C	YGR202C	YMR055C
76779	YDL227C+YGR206W_tm2807	YML111W_dma5235	0.475	0.9585	0.0554	YDL227C	YGR206W	YML111W
300982	YGL175C+YDL227C_tm3196	YBR086C_dma5238	0.475	0.9312	0.0487	YBR086C	YDL227C	YGL175C
59553	YDL227C+YDR363W_tm2820	YJL013C_dma2459	0.475	0.8227	0.0481	YDL227C	YDR363W	YJL013C
213368	YDL227C+YPL003W_tm2902	YMR004W_dma3614	0.475	0.9558	0.0267	YDL227C	YMR004W	YPL003W
375997	YJR125C+YDL227C_tm3055	YAL059W_dma55	0.475	0.9754	0.035	YAL059W	YDL227C	YJR125C
204054	YDL227C+YOR216C_tm2897	YJR053W_dma2650	0.4749	0.9072	0.0581	YDL227C	YJR053W	YOR216C
361853	YJL030W+YDL227C_tm3211	YGL215W_dma1729	0.4749	0.8944	0.1253	YDL227C	YGL215W	YJL030W
59152	YDL227C+YDR363W_tm2820	YBR273C_dma440	0.4749	0.831	0.0265	YBR273C	YDL227C	YDR363W
336536	YHR119W+YDL227C_tm3346	YDR121W_dma922	0.4749	0.8755	0.0855	YDL227C	YDR121W	YHR119W
46410	YDL227C+YBR229C_tm2775	YLR135W_dma3225	0.4749	0.9444	0.0547	YBR229C	YDL227C	YLR135W
72436	YDL227C+YGL231C_tm2732	YOR269W_dma4659	0.4749	0.9105	0.0559	YDL227C	YGL231C	YOR269W
317428	YGR206W+YDL227C_tm3351	YGR140W_tsa76	0.4749	0.9394	0.0425	YDL227C	YGR140W	YGR206W
265571	YDR363W+YDL227C_tm3182	YIL124W_dma2355	0.4749	0.8904	0.032	YDL227C	YDR363W	YIL124W
363600	YJL030W+YDL227C_tm3288	YPR018W_dma5036	0.4749	0.8627	0.115	YDL227C	YJL030W	YPR018W
89851	YDL227C+YHR167W_tm2757	YDR363W_dma1100	0.4749	0.8239	0.0374	YDL227C	YDR363W	YHR167W
358670	YIR006C+YDL227C_tm3086	YGL231C_dma1761	0.4749	0.7367	0.1329	YDL227C	YGL231C	YIR006C
252761	YDR162C+YDL227C_tm3147	YJL170C_dma2567	0.4749	0.8078	0.0475	YDL227C	YDR162C	YJL170C
498762	YPR133C+YDL227C_tm3069	YHR191C_tsa323	0.4749	0.779	0.0536	YDL227C	YHR191C	YPR133C
399005	YLR085C+YDL227C_tm3061	YDL099W_dma691	0.4748	0.9353	0.0366	YDL099W	YDL227C	YLR085C
363153	YJL030W+YDL227C_tm3288	YKR020W_dma2932	0.4748	0.7284	0.1221	YDL227C	YJL030W	YKR020W
76851	YDL227C+YGR206W_tm2807	YMR303C_dma3911	0.4748	0.9799	0.038	YDL227C	YGR206W	YMR303C
401758	YLR119W+YDL227C_tm3122	YDL076C_dma650	0.4748	0.8264	0.1091	YDL076C	YDL227C	YLR119W
400768	YLR119W+YDL227C_tm3057	YDR394W_tsa785	0.4748	0.8512	0.0471	YDL227C	YDR394W	YLR119W
165535	YDL227C+YNL041C_tm2774	YHR154W_dma2190	0.4748	0.8705	0.0316	YDL227C	YHR154W	YNL041C
233984	YDL227C+YPR079W_tm2749	YBR229C_dma402	0.4748	0.9957	0.0575	YBR229C	YDL227C	YPR079W
