	Query strain ID	Array strain ID	P-value	Combined mutant fitness	Combined mutant fitness standard deviation	g1	g2	g3
519	YAR002W+YDL227C_tm3180	YHR191C_tsa323	0.3412	0.8527	0.0483	YAR002W	YDL227C	YHR191C
76927	YDL227C+YGR206W_tm2807	YOL111C_dma4384	0.3411	0.9669	0.059	YDL227C	YGR206W	YOL111C
268	YAR002W+YDL227C_tm3180	YDR437W_tsa1014	0.3411	0.5829	0.0389	YAR002W	YDL227C	YDR437W
88095	YDL227C+YHR154W_tm2756	YLR347C_tsa226	0.3411	0.7624	0.0646	YDL227C	YHR154W	YLR347C
72330	YDL227C+YGL231C_tm2732	YNL136W_dma4040	0.3411	0.8422	0.0356	YDL227C	YGL231C	YNL136W
9309	YBR043C+YDL227C_tm3181	YOR027W_dma4442	0.341	0.9388	0.1636	YBR043C	YDL227C	YOR027W
135929	YDL227C+YLR360W_tm2736	YBR087W_tsa887	0.341	0.8571	0.0359	YBR087W	YDL227C	YLR360W
337176	YHR119W+YDL227C_tm3346	YMR148W_dma3754	0.341	0.8609	0.0362	YDL227C	YHR119W	YMR148W
63080	YDL227C+YDR469W_tm2972	YLR119W_dma3215	0.341	0.8546	0.0502	YDL227C	YDR469W	YLR119W
335652	YHR119W+YDL227C_tm3287	YGR118W_dma1882	0.341	0.6269	0.1757	YDL227C	YGR118W	YHR119W
402351	YLR119W+YDL227C_tm3122	YLR367W_dma3402	0.341	0.8275	0.0484	YDL227C	YLR119W	YLR367W
59714	YDL227C+YDR363W_tm2820	YLL049W_dma3092	0.3409	0.74	0.047	YDL227C	YDR363W	YLL049W
317839	YGR206W+YDL227C_tm3351	YMR055C_dma3666	0.3409	1.0187	0.0812	YDL227C	YGR206W	YMR055C
106346	YDL227C+YJR050W_tm2842	YMR296C_tsa603	0.3409	0.7219	0.039	YDL227C	YJR050W	YMR296C
306182	YGL249W+YDL227C_tm3179	YHR191C_tsa323	0.3408	0.8096	0.043	YDL227C	YGL249W	YHR191C
232154	YDL227C+YPR075C_tm2921	YHR142W_dma2174	0.3408	1.0081	0.0377	YDL227C	YHR142W	YPR075C
265673	YDR363W+YDL227C_tm3182	YKL020C_dma2755	0.3408	0.908	0.0393	YDL227C	YDR363W	YKL020C
402654	YLR119W+YDL227C_tm3122	YPL154C_dma4875	0.3408	0.8198	0.1108	YDL227C	YLR119W	YPL154C
70484	YDL227C+YGL213C_tm2976	YDL099W_dma691	0.3406	0.9342	0.0599	YDL099W	YDL227C	YGL213C
433717	YMR028W+YDL227C_tm3095	YJR074W_dma2663	0.3406	0.7325	0.049	YDL227C	YJR074W	YMR028W
229810	YDL227C+YPR031W_tm2918	YGL213C_dma1731	0.3406	0.884	0.0314	YDL227C	YGL213C	YPR031W
266052	YDR363W+YDL227C_tm3182	YOR066W_dma4480	0.3405	0.8697	0.0194	YDL227C	YDR363W	YOR066W
265251	YDR363W+YDL227C_tm3182	YDL103C_tsa1093	0.3405	0.7326	0.0776	YDL103C	YDL227C	YDR363W
265169	YDR363W+YDL227C_tm3182	YBR164C_dma318	0.3405	0.8245	0.0601	YBR164C	YDL227C	YDR363W
302958	YGL203C+YDL227C_tm3343	YGR196C_dma1945	0.3405	1.0303	0.0479	YDL227C	YGL203C	YGR196C
195723	YDL227C+YOR085W_tm2893	YAL059W_dma55	0.3405	1.0302	0.055	YAL059W	YDL227C	YOR085W
419605	YLR347C+YDL227C_tm3072	YPR065W_dma5072	0.3404	0.9072	0.0348	YDL227C	YLR347C	YPR065W
362641	YJL030W+YDL227C_tm3288	YBR275C_dma438	0.3404	0.8879	0.1989	YBR275C	YDL227C	YJL030W
68166	YDL227C+YGL086W_tm2973	YBR098W_dma258	0.3404	0.9684	0.0204	YBR098W	YDL227C	YGL086W
363460	YJL030W+YDL227C_tm3288	YOL111C_dma4384	0.3404	1.0116	0.0954	YDL227C	YJL030W	YOL111C
133213	YDL227C+YLR325C_tm2858	YLR018C_dma3113	0.3403	1.0132	0.0484	YDL227C	YLR018C	YLR325C
363411	YJL030W+YDL227C_tm3288	YNL097C_dma4020	0.3403	0.7922	0.1826	YDL227C	YJL030W	YNL097C
272597	YDR437W+YDL227C_tm3251	YPR189W_dma5153	0.3403	0.8614	0.0603	YDL227C	YDR437W	YPR189W
407714	YLR200W+YDL227C_tm3413	YJL170C_dma2567	0.3403	0.6703	0.0601	YDL227C	YJL170C	YLR200W
204423	YDL227C+YOR216C_tm2897	YPL003W_dma4768	0.3403	0.9072	0.0773	YDL227C	YOR216C	YPL003W
141779	YDL227C+YML103C_tm2737	YDR437W_tsa1014	0.3403	0.4524	0.033	YDL227C	YDR437W	YML103C
78727	YDL227C+YHL029C_tm2827	YGR206W_dma1960	0.3403	1.0504	0.0494	YDL227C	YGR206W	YHL029C
402528	YLR119W+YDL227C_tm3122	YOL054W_dma4335	0.3403	0.9091	0.0664	YDL227C	YLR119W	YOL054W
336507	YHR119W+YDL227C_tm3346	YDR006C_dma836	0.3403	0.7719	0.0838	YDL227C	YDR006C	YHR119W
46377	YDL227C+YBR229C_tm2775	YLR018C_dma3113	0.3402	0.9063	0.0609	YBR229C	YDL227C	YLR018C
401164	YLR119W+YDL227C_tm3057	YKL069W_dma2802	0.3402	0.6981	0.1347	YDL227C	YKL069W	YLR119W
265897	YDR363W+YDL227C_tm3182	YMR073C_dma3679	0.3402	0.8112	0.0518	YDL227C	YDR363W	YMR073C
362095	YJL030W+YDL227C_tm3211	YLR022C_tsa1026	0.3402	0.7922	0.0442	YDL227C	YJL030W	YLR022C
317496	YGR206W+YDL227C_tm3351	YHR204W_dma2242	0.3402	1.0303	0.0285	YDL227C	YGR206W	YHR204W
479207	YOR264W+YDL227C_tm3336	YKL052C_tsa1002	0.3401	0.9656	0.0357	YDL227C	YKL052C	YOR264W
408086	YLR200W+YDL227C_tm3413	YOR017W_dma4451	0.3401	0.5862	0.0586	YDL227C	YLR200W	YOR017W
362569	YJL030W+YDL227C_tm3288	YBL087C_dma163	0.34	0.7772	0.1024	YBL087C	YDL227C	YJL030W
394524	YLR021W+YDL227C_tm3348	YIR006C_tsa353	0.34	0.6823	0.1091	YDL227C	YIR006C	YLR021W
169974	YDL227C+YNL136W_tm2877	YGL213C_dma1731	0.34	0.8357	0.0596	YDL227C	YGL213C	YNL136W
102928	YDL227C+YJL154C_tm2838	YMR036C_dma3656	0.3399	0.8018	0.0327	YDL227C	YJL154C	YMR036C
59248	YDL227C+YDR363W_tm2820	YDR120C_dma923	0.3399	0.8331	0.0262	YDL227C	YDR120C	YDR363W
271839	YDR437W+YDL227C_tm3251	YGL231C_dma1761	0.3399	0.8487	0.0412	YDL227C	YDR437W	YGL231C
82269	YDL227C+YHR036W_tm2804	YJR125C_dma2718	0.3398	0.7822	0.0531	YDL227C	YHR036W	YJR125C
428813	YML108W+YDL227C_tm3354	YHL002W_dma2033	0.3397	0.9076	0.0364	YDL227C	YHL002W	YML108W
185009	YDL227C+YOR002W_tm2888	YHR166C_tsa86	0.3397	0.8413	0.05	YDL227C	YHR166C	YOR002W
377046	YJR125C+YDL227C_tm3055	YOR368W_dma4760	0.3396	0.9117	0.0351	YDL227C	YJR125C	YOR368W
49594	YDL227C+YDL099W_tm2786	YHR166C_tsa86	0.3396	0.9015	0.0651	YDL099W	YDL227C	YHR166C
385167	YKL206C+YDL227C_tm3171	YPL115C_dma4853	0.3395	0.9429	0.0388	YDL227C	YKL206C	YPL115C
76931	YDL227C+YGR206W_tm2807	YOL136C_dma4413	0.3395	0.8862	0.0952	YDL227C	YGR206W	YOL136C
317562	YGR206W+YDL227C_tm3351	YJL124C_dma2513	0.3394	0.8077	0.059	YDL227C	YGR206W	YJL124C
336712	YHR119W+YDL227C_tm3346	YGL059W_dma1621	0.3393	0.8305	0.0508	YDL227C	YGL059W	YHR119W
473133	YOR144C+YDL227C_tm3227	YMR296C_tsa603	0.3393	0.6835	0.0353	YDL227C	YMR296C	YOR144C
29925	YDL017W+YDL227C_tm3071	YHR012W_dma2078	0.3393	0.7059	0.0378	YDL017W	YDL227C	YHR012W
57025	YDL227C+YDR254W_tm2750	YDL099W_dma691	0.3393	1.0189	0.0272	YDL099W	YDL227C	YDR254W
3022	YAR003W+YDL227C_tm3286	YLR200W_dma3275	0.3393	0.597	0.0755	YAR003W	YDL227C	YLR200W
400658	YLR119W+YDL227C_tm3057	YDL098C_tsa1079	0.3392	0.7532	0.0518	YDL098C	YDL227C	YLR119W
185450	YDL227C+YOR002W_tm2888	YNL136W_dma4040	0.3392	0.7762	0.0883	YDL227C	YNL136W	YOR002W
12081	YBR070C+YDL227C_tm3275	YIR006C_tsa353	0.3392	0.7376	0.0433	YBR070C	YDL227C	YIR006C
119732	YDL227C+YKR048C_tm2849	YML012W_dma3523	0.3392	1.0263	0.0442	YDL227C	YKR048C	YML012W
87843	YDL227C+YHR154W_tm2756	YIR006C_tsa353	0.3392	0.7665	0.0433	YDL227C	YHR154W	YIR006C
371294	YJR053W+YDL227C_tm3229	YDR162C_dma958	0.3391	0.7484	0.0311	YDL227C	YDR162C	YJR053W
221640	YDL227C+YPL241C_tm2914	YDR254W_dma1018	0.3391	0.9302	0.0932	YDL227C	YDR254W	YPL241C
64102	YDL227C+YER118C_tm2936	YJR125C_dma2718	0.3391	0.9419	0.0346	YDL227C	YER118C	YJR125C
96135	YDL227C+YIL065C_tm2834	YMR055C_dma3666	0.339	0.9403	0.1103	YDL227C	YIL065C	YMR055C
336483	YHR119W+YDL227C_tm3346	YDL059C_dma658	0.339	0.8384	0.0913	YDL059C	YDL227C	YHR119W
428892	YML108W+YDL227C_tm3354	YIR006C_tsa353	0.339	0.726	0.0373	YDL227C	YIR006C	YML108W
262878	YDR310C+YDL227C_tm3143	YOR216C_dma4623	0.339	0.8869	0.0367	YDL227C	YDR310C	YOR216C
362816	YJL030W+YDL227C_tm3288	YDR452W_dma1181	0.339	0.9236	0.1134	YDL227C	YDR452W	YJL030W
220540	YDL227C+YPL194W_tm2912	YDR254W_dma1018	0.3389	0.9797	0.0672	YDL227C	YDR254W	YPL194W
59863	YDL227C+YDR363W_tm2820	YMR086W_dma3695	0.3388	0.8733	0.0428	YDL227C	YDR363W	YMR086W
133493	YDL227C+YLR325C_tm2858	YOR269W_dma4659	0.3388	0.8983	0.0852	YDL227C	YLR325C	YOR269W
370057	YJL123C+YDL227C_tm3060	YKL206C_dma2915	0.3388	1.0177	0.0373	YDL227C	YJL123C	YKL206C
59595	YDL227C+YDR363W_tm2820	YJL198W_dma2571	0.3388	0.7188	0.1138	YDL227C	YDR363W	YJL198W
59323	YDL227C+YDR363W_tm2820	YER173W_dma1457	0.3388	0.7853	0.0517	YDL227C	YDR363W	YER173W
492426	YPL196W+YDL227C_tm3235	YLR347C_tsa226	0.3387	0.8077	0.0448	YDL227C	YLR347C	YPL196W
64427	YDL227C+YER118C_tm2936	YNL153C_dma4055	0.3386	0.8575	0.084	YDL227C	YER118C	YNL153C
336765	YHR119W+YDL227C_tm3346	YGR015C_dma1795	0.3385	0.9413	0.0632	YDL227C	YGR015C	YHR119W
492541	YPL196W+YDL227C_tm3235	YMR296C_tsa603	0.3385	0.6948	0.0624	YDL227C	YMR296C	YPL196W
64149	YDL227C+YER118C_tm2936	YKL207W_dma2914	0.3385	0.9592	0.032	YDL227C	YER118C	YKL207W
401865	YLR119W+YDL227C_tm3122	YDR363W_dma1100	0.3385	0.8429	0.107	YDL227C	YDR363W	YLR119W
377862	YJR140C+YDL227C_tm3206	YDR254W_dma1018	0.3384	0.9374	0.0764	YDL227C	YDR254W	YJR140C
303092	YGL203C+YDL227C_tm3343	YJL124C_dma2513	0.3384	0.849	0.0392	YDL227C	YGL203C	YJL124C
317653	YGR206W+YDL227C_tm3351	YKL205W_dma2893	0.3384	0.9015	0.0534	YDL227C	YGR206W	YKL205W
102133	YDL227C+YJL154C_tm2838	YBL041W_tsa1064	0.3384	0.7082	0.0424	YBL041W	YDL227C	YJL154C
192628	YDL227C+YOR038C_tm2747	YDR469W_dma1195	0.3383	0.8676	0.0445	YDL227C	YDR469W	YOR038C
361441	YJL030W+YDL227C_tm3211	YAL051W_dma39	0.3383	0.964	0.059	YAL051W	YDL227C	YJL030W
316975	YGR206W+YDL227C_tm3351	YAL040C_dma44	0.3383	0.9083	0.027	YAL040C	YDL227C	YGR206W
77068	YDL227C+YGR206W_tm2807	YPR020W_dma5035	0.3382	0.6828	0.3032	YDL227C	YGR206W	YPR020W
28827	YCR095C+YDL227C_tm3249	YOR017W_dma4451	0.3382	0.8454	0.109	YCR095C	YDL227C	YOR017W
362949	YJL030W+YDL227C_tm3288	YGL211W_dma1733	0.3381	0.8412	0.1002	YDL227C	YGL211W	YJL030W
59398	YDL227C+YDR363W_tm2820	YGL215W_dma1729	0.3381	0.7095	0.1272	YDL227C	YDR363W	YGL215W
76420	YDL227C+YGR206W_tm2807	YHR041C_dma2104	0.3381	0.4949	0.1194	YDL227C	YGR206W	YHR041C
143128	YDL227C+YML107C_tm2865	YHR036W_tsa1038	0.338	0.6391	0.0757	YDL227C	YHR036W	YML107C
103216	YDL227C+YJL154C_tm2838	YPR075C_dma5087	0.338	0.8237	0.0479	YDL227C	YJL154C	YPR075C
252672	YDR162C+YDL227C_tm3147	YHR142W_dma2174	0.338	0.8132	0.0281	YDL227C	YDR162C	YHR142W
76310	YDL227C+YGR206W_tm2807	YGL078C_dma1651	0.338	0.7155	0.0489	YDL227C	YGL078C	YGR206W
65065	YDL227C+YER164W_tm2753	YGR202C_dma1963	0.338	0.881	0.0733	YDL227C	YER164W	YGR202C
265558	YDR363W+YDL227C_tm3182	YIL040W_dma2275	0.338	0.4862	0.0507	YDL227C	YDR363W	YIL040W
394622	YLR021W+YDL227C_tm3348	YKL051W_dma2779	0.3379	0.9072	0.0311	YDL227C	YKL051W	YLR021W
265704	YDR363W+YDL227C_tm3182	YKL175W_dma2889	0.3379	0.8963	0.0432	YDL227C	YDR363W	YKL175W
463040	YOL117W+YDL227C_tm3299	YHR191C_tsa323	0.3378	0.8801	0.0394	YDL227C	YHR191C	YOL117W
318034	YGR206W+YDL227C_tm3351	YOR266W_dma4662	0.3378	0.8899	0.1262	YDL227C	YGR206W	YOR266W
113724	YDL227C+YKL101W_tm2844	YGL213C_dma1731	0.3378	0.9171	0.057	YDL227C	YGL213C	YKL101W
322814	YHL002W+YDL227C_tm3051	YMR070W_dma3680	0.3378	0.834	0.0458	YDL227C	YHL002W	YMR070W
401031	YLR119W+YDL227C_tm3057	YIL002C_dma2236	0.3377	0.8658	0.0538	YDL227C	YIL002C	YLR119W
207061	YDL227C+YOR269W_tm2899	YDR437W_tsa1014	0.3376	0.6059	0.1093	YDL227C	YDR437W	YOR269W
248163	YDR016C+YDL227C_tm3261	YDR310C_dma1063	0.3375	0.9453	0.0706	YDL227C	YDR016C	YDR310C
155026	YDL227C+YMR129W_tm2772	YCR008W_dma533	0.3375	0.9677	0.0599	YCR008W	YDL227C	YMR129W
365447	YJL053W+YDL227C_tm3124	YMR223W_dma3807	0.3374	0.6888	0.0527	YDL227C	YJL053W	YMR223W
332597	YHR082C+YDL227C_tm3164	YLR085C_dma3157	0.3374	0.7929	0.0668	YDL227C	YHR082C	YLR085C
317243	YGR206W+YDL227C_tm3351	YDR394W_tsa785	0.3374	0.9484	0.0341	YDL227C	YDR394W	YGR206W
57772	YDL227C+YDR254W_tm2750	YOR023C_dma4446	0.3374	1.0338	0.0411	YDL227C	YDR254W	YOR023C
401516	YLR119W+YDL227C_tm3057	YPL008W_dma4766	0.3373	0.7949	0.0815	YDL227C	YLR119W	YPL008W
317899	YGR206W+YDL227C_tm3351	YMR312W_dma3902	0.3373	0.6934	0.0401	YDL227C	YGR206W	YMR312W
43109	YDL227C+YAL059W_tm2946	YLR347C_tsa226	0.3373	0.79	0.0247	YAL059W	YDL227C	YLR347C
217990	YDL227C+YPL115C_tm2907	YOR144C_dma4571	0.3372	0.9078	0.0283	YDL227C	YOR144C	YPL115C
166616	YDL227C+YNL051W_tm2740	YGR202C_dma1963	0.3372	0.8951	0.0467	YDL227C	YGR202C	YNL051W
59548	YDL227C+YDR363W_tm2820	YIR037W_dma2445	0.3372	0.7768	0.1393	YDL227C	YDR363W	YIR037W
401549	YLR119W+YDL227C_tm3057	YPL161C_dma4906	0.3372	0.7526	0.0441	YDL227C	YLR119W	YPL161C
77060	YDL227C+YGR206W_tm2807	YPL232W_dma4964	0.3372	0.96	0.0492	YDL227C	YGR206W	YPL232W
149194	YDL227C+YMR026C_tm2866	YOL117W_dma4401	0.3371	0.8753	0.0325	YDL227C	YMR026C	YOL117W
339153	YHR121W+YDL227C_tm3152	YLR018C_dma3113	0.3371	0.9864	0.053	YDL227C	YHR121W	YLR018C
11282	YBR044C+YGR234W_tm2722	YHR191C_tsa323	0.3371	0.8143	0.0428	YBR044C	YGR234W	YHR191C
335886	YHR119W+YDL227C_tm3287	YLL049W_dma3092	0.3371	0.6332	0.2032	YDL227C	YHR119W	YLL049W
45180	YDL227C+YBR098W_tm2759	YKL074C_dma2820	0.3371	0.8911	0.0646	YBR098W	YDL227C	YKL074C
231397	YDL227C+YPR065W_tm2919	YMR055C_dma3666	0.337	0.9809	0.1004	YDL227C	YMR055C	YPR065W
265702	YDR363W+YDL227C_tm3182	YKL160W_dma2877	0.337	0.7891	0.0625	YDL227C	YDR363W	YKL160W
332315	YHR082C+YDL227C_tm3164	YGL241W_dma1755	0.337	0.9149	0.0879	YDL227C	YGL241W	YHR082C
432430	YMR004W+YDL227C_tm3064	YOR027W_dma4442	0.337	0.8799	0.0339	YDL227C	YMR004W	YOR027W
337244	YHR119W+YDL227C_tm3346	YNL116W_dma4032	0.3369	0.9375	0.0926	YDL227C	YHR119W	YNL116W
400527	YLR119W+YDL227C_tm3057	YBL061C_dma137	0.3368	0.8645	0.0368	YBL061C	YDL227C	YLR119W
483704	YOR336W+YDL227C_tm3092	YDR363W_dma1100	0.3368	0.7441	0.137	YDL227C	YDR363W	YOR336W
65124	YDL227C+YER164W_tm2753	YHR167W_dma2216	0.3368	0.8564	0.0651	YDL227C	YER164W	YHR167W
59334	YDL227C+YDR363W_tm2820	YFL038C_tsa591	0.3367	0.7687	0.0498	YDL227C	YDR363W	YFL038C
462851	YOL117W+YDL227C_tm3299	YER164W_dma1461	0.3367	0.905	0.0443	YDL227C	YER164W	YOL117W
114903	YDL227C+YKL116C_tm2845	YGR206W_dma1960	0.3367	0.9044	0.0669	YDL227C	YGR206W	YKL116C
362053	YJL030W+YDL227C_tm3211	YKR019C_dma2933	0.3366	0.8953	0.0336	YDL227C	YJL030W	YKR019C
401803	YLR119W+YDL227C_tm3122	YDR107C_dma910	0.3366	0.9151	0.0595	YDL227C	YDR107C	YLR119W
362671	YJL030W+YDL227C_tm3288	YCR077C_dma599	0.3365	0.8186	0.1102	YCR077C	YDL227C	YJL030W
104241	YDL227C+YJL170C_tm2840	YOR195W_dma4587	0.3365	1.0647	0.0652	YDL227C	YJL170C	YOR195W
165024	YDL227C+YNL041C_tm2774	YAL059W_dma55	0.3364	0.9738	0.0314	YAL059W	YDL227C	YNL041C
401073	YLR119W+YDL227C_tm3057	YJL030W_dma2472	0.3364	0.8982	0.0499	YDL227C	YJL030W	YLR119W
394385	YLR021W+YDL227C_tm3348	YGL241W_dma1755	0.3364	0.9353	0.0868	YDL227C	YGL241W	YLR021W
184246	YDL227C+YOL111C_tm2745	YMR223W_dma3807	0.3363	0.8867	0.0256	YDL227C	YMR223W	YOL111C
385023	YKL206C+YDL227C_tm3171	YNL153C_dma4055	0.3363	0.8659	0.0467	YDL227C	YKL206C	YNL153C
361900	YJL030W+YDL227C_tm3211	YGR196C_dma1945	0.3363	0.9821	0.0486	YDL227C	YGR196C	YJL030W
265567	YDR363W+YDL227C_tm3182	YIL097W_dma2350	0.3363	0.8178	0.0565	YDL227C	YDR363W	YIL097W
112761	YDL227C+YKL074C_tm2942	YIR006C_tsa353	0.3362	0.6864	0.0577	YDL227C	YIR006C	YKL074C
441580	YMR199W+YDL227C_tm1886	YHR191C_tsa323	0.3362	0.8133	0.0498	YDL227C	YHR191C	YMR199W
434179	YMR028W+YDL227C_tm3095	YPR065W_dma5072	0.3362	0.7955	0.0565	YDL227C	YMR028W	YPR065W
77013	YDL227C+YGR206W_tm2807	YPL015C_dma5229	0.3362	0.9245	0.0327	YDL227C	YGR206W	YPL015C
265632	YDR363W+YDL227C_tm3182	YJL183W_dma2559	0.3361	0.8414	0.0269	YDL227C	YDR363W	YJL183W
317994	YGR206W+YDL227C_tm3351	YOR061W_dma4484	0.3361	0.9109	0.0878	YDL227C	YGR206W	YOR061W
76674	YDL227C+YGR206W_tm2807	YLR079W_dma3163	0.3361	0.5855	0.106	YDL227C	YGR206W	YLR079W
433821	YMR028W+YDL227C_tm3095	YLR018C_dma3113	0.3361	0.8548	0.0414	YDL227C	YLR018C	YMR028W
152428	YDL227C+YMR070W_tm2738	YML108W_dma3608	0.3361	0.8474	0.041	YDL227C	YML108W	YMR070W
102616	YDL227C+YJL154C_tm2838	YHR082C_dma2125	0.336	0.8225	0.0477	YDL227C	YHR082C	YJL154C
378004	YJR140C+YDL227C_tm3206	YGL086W_dma1666	0.336	0.8511	0.0543	YDL227C	YGL086W	YJR140C
336124	YHR119W+YDL227C_tm3287	YNR007C_dma4210	0.3359	0.806	0.0793	YDL227C	YHR119W	YNR007C
265391	YDR363W+YDL227C_tm3182	YGL019W_dma1600	0.3359	0.7284	0.0285	YDL227C	YDR363W	YGL019W
76573	YDL227C+YGR206W_tm2807	YKL020C_dma2755	0.3359	1.0022	0.0687	YDL227C	YGR206W	YKL020C
76175	YDL227C+YGR206W_tm2807	YDR310C_dma1063	0.3358	0.8341	0.0924	YDL227C	YDR310C	YGR206W
70874	YDL227C+YGL213C_tm2976	YJR074W_dma2663	0.3358	0.7362	0.1018	YDL227C	YGL213C	YJR074W
102270	YDL227C+YJL154C_tm2838	YDL099W_dma691	0.3358	0.8661	0.0394	YDL099W	YDL227C	YJL154C
71825	YDL227C+YGL231C_tm2732	YGR166W_dma1941	0.3358	0.8874	0.0436	YDL227C	YGL231C	YGR166W
59720	YDL227C+YDR363W_tm2820	YLR018C_dma3113	0.3358	0.8541	0.053	YDL227C	YDR363W	YLR018C
473031	YOR144C+YDL227C_tm3227	YLR410W_dma3437	0.3358	0.7765	0.0663	YDL227C	YLR410W	YOR144C
265406	YDR363W+YDL227C_tm3182	YGL087C_dma1665	0.3357	0.8869	0.0519	YDL227C	YDR363W	YGL087C
138761	YDL227C+YLR410W_tm2860	YJR125C_dma2718	0.3357	0.8097	0.0513	YDL227C	YJR125C	YLR410W
437177	YMR055C+YDL227C_tm3214	YNL136W_dma4040	0.3357	0.843	0.0758	YDL227C	YMR055C	YNL136W
150182	YDL227C+YMR036C_tm2771	YLR360W_dma3386	0.3357	0.8889	0.0306	YDL227C	YLR360W	YMR036C
75961	YDL227C+YGR206W_tm2807	YBL085W_dma165	0.3356	0.9825	0.0469	YBL085W	YDL227C	YGR206W
402251	YLR119W+YDL227C_tm3122	YJR135C_dma2732	0.3356	0.8999	0.0969	YDL227C	YJR135C	YLR119W
232491	YDL227C+YPR075C_tm2921	YML103C_dma3612	0.3355	0.75	0.1161	YDL227C	YML103C	YPR075C
189448	YDL227C+YOR023C_tm2746	YGR166W_dma1941	0.3355	0.9765	0.0312	YDL227C	YGR166W	YOR023C
76255	YDL227C+YGR206W_tm2807	YER123W_dma1406	0.3355	0.8395	0.0549	YDL227C	YER123W	YGR206W
335328	YHR119W+YDL227C_tm3287	YCR017C_dma549	0.3354	0.7881	0.1099	YCR017C	YDL227C	YHR119W
317104	YGR206W+YDL227C_tm3351	YCR063W_dma586	0.3354	0.5002	0.0965	YCR063W	YDL227C	YGR206W
400816	YLR119W+YDL227C_tm3057	YER096W_dma1401	0.3353	0.9301	0.0376	YDL227C	YER096W	YLR119W
335740	YHR119W+YDL227C_tm3287	YJL094C_dma2505	0.3353	0.7674	0.0274	YDL227C	YHR119W	YJL094C
9075	YBR043C+YDL227C_tm3181	YLR200W_dma3275	0.3352	0.6511	0.0405	YBR043C	YDL227C	YLR200W
184146	YDL227C+YOL111C_tm2745	YLR325C_dma3367	0.3352	0.9473	0.0429	YDL227C	YLR325C	YOL111C
106720	YDL227C+YJR074W_tm2843	YCR008W_dma533	0.3352	0.9634	0.0853	YCR008W	YDL227C	YJR074W
362640	YJL030W+YDL227C_tm3288	YBR273C_dma440	0.3352	1.0247	0.1295	YBR273C	YDL227C	YJL030W
265137	YDR363W+YDL227C_tm3182	YBR036C_dma211	0.3351	0.5137	0.0981	YBR036C	YDL227C	YDR363W
76194	YDL227C+YGR206W_tm2807	YDR386W_dma1107	0.3351	0.9388	0.0456	YDL227C	YDR386W	YGR206W
309528	YGR166W+YDL227C_tm3048	YKR048C_dma2953	0.3351	0.9121	0.0514	YDL227C	YGR166W	YKR048C
142872	YDL227C+YML107C_tm2865	YDR254W_dma1018	0.335	0.7519	0.0401	YDL227C	YDR254W	YML107C
343691	YHR156C+YDL227C_tm3157	YER164W_dma1461	0.335	0.8805	0.0541	YDL227C	YER164W	YHR156C
75616	YDL227C+YGR196C_tm2939	YMR028W_tsa697	0.3349	0.9006	0.0324	YDL227C	YGR196C	YMR028W
70801	YDL227C+YGL213C_tm2976	YIR006C_tsa353	0.3349	0.7608	0.0553	YDL227C	YGL213C	YIR006C
401367	YLR119W+YDL227C_tm3057	YNL031C_dma3953	0.3349	0.9224	0.0501	YDL227C	YLR119W	YNL031C
90168	YDL227C+YHR167W_tm2757	YJR050W_dma2630	0.3349	0.8912	0.0551	YDL227C	YHR167W	YJR050W
62616	YDL227C+YDR469W_tm2972	YDR279W_dma1021	0.3349	0.9167	0.0485	YDL227C	YDR279W	YDR469W
60105	YDL227C+YDR363W_tm2820	YPL161C_dma4906	0.3349	0.7064	0.054	YDL227C	YDR363W	YPL161C
58573	YDL227C+YDR279W_tm2818	YKR048C_dma2953	0.3348	0.9389	0.0426	YDL227C	YDR279W	YKR048C
265680	YDR363W+YDL227C_tm3182	YKL051W_dma2779	0.3347	0.8053	0.0884	YDL227C	YDR363W	YKL051W
231259	YDL227C+YPR065W_tm2919	YLR014C_dma3117	0.3347	0.9703	0.0248	YDL227C	YLR014C	YPR065W
335908	YHR119W+YDL227C_tm3287	YLR080W_dma3162	0.3347	0.8688	0.1123	YDL227C	YHR119W	YLR080W
377116	YJR125C+YDL227C_tm3055	YPR065W_dma5072	0.3347	0.9714	0.0559	YDL227C	YJR125C	YPR065W
315734	YGR202C+YDL227C_tm3156	YGL241W_dma1755	0.3347	0.9778	0.0489	YDL227C	YGL241W	YGR202C
185253	YDL227C+YOR002W_tm2888	YLR119W_dma3215	0.3347	0.8827	0.0416	YDL227C	YLR119W	YOR002W
67443	YDL227C+YFL028C_tm2938	YHR191C_dma2228	0.3346	0.7869	0.0626	YDL227C	YFL028C	YHR191C
265991	YDR363W+YDL227C_tm3182	YNR007C_dma4210	0.3346	0.8407	0.0412	YDL227C	YDR363W	YNR007C
309750	YGR166W+YDL227C_tm3048	YMR296C_tsa603	0.3346	0.7301	0.0604	YDL227C	YGR166W	YMR296C
26358	YCR008W+YDL227C_tm3155	YDR310C_dma1063	0.3346	0.7407	0.0648	YCR008W	YDL227C	YDR310C
183404	YDL227C+YOL111C_tm2745	YBR087W_tsa887	0.3346	0.9678	0.0411	YBR087W	YDL227C	YOL111C
317583	YGR206W+YDL227C_tm3351	YJR011C_dma2606	0.3346	0.8276	0.3704	YDL227C	YGR206W	YJR011C
149782	YDL227C+YMR036C_tm2771	YGL212W_dma1732	0.3346	0.6339	0.0545	YDL227C	YGL212W	YMR036C
